"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"02318051","0231805","04","02318","05","1","106","01256",3877
"02319011","0231901","01","02319","01","1","005","00036",1258
"02320041","0232004","02","02320","04","1","162","01864",1822
"02321021","0232102","01","02321","02","1","151","01781",2099
"02322161","0232216","01","02322","16","1","136","01591",1218
"02323011","0232301","01","02323","01","1","049","00668",2665
"02324041","0232404","00","02324","04","1","004","00025",1165
"02325051","0232505","01","02325","05","1","023","00247",721
"02326021","0232602","01","02326","02","1","011","00129",2991
"02327201","0232720","01","02327","20","1","027","00275",1555
"02328031","0232803","01","02328","03","1","070","00931",3702
"02329041","0232904","01","02329","04","1","092","01134",4164
"02330051","0233005","01","02330","05","1","041","00476",4074
"02331041","0233104","01","02331","04","1","162","01894",1604
"02332031","0233203","01","02332","03","1","151","01783",2043
"02333021","0233302","02","02333","02","1","056","00831",4889
"02334031","0233403","02","02334","03","1","054","00812",1291
"02335051","0233505","03","02335","05","1","152","01792",2468
"02336041","0233604","06","02336","04","1","138","01616",1116
"02337151","0233715","02","02337","15","1","141","01675",2637
"02338021","0233802","01","02338","02","1","162","01858",1927
"02339041","0233904","03","02339","04","1","153","01809",2602
"02340061","0234006","00","02340","06","1","118","01415",5024
"02341041","0234104","03","02341","04","1","009","00093",2149
"02342111","0234211","01","02342","11","1","147","01735",2939
"02343051","0234305","01","02343","05","1","009","00073",3206
"02344191","0234419","01","02344","19","1","052","00769",1449
"02345051","0234505","01","02345","05","1","035","00423",794
"02346051","0234605","02","02346","05","1","050","00756",1305
"02347041","0234704","01","02347","04","1","092","01130",4767
"02348011","0234801","02","02348","01","1","162","01905",1472
"02349151","0234915","01","02349","15","1","159","01842",2431
"02350021","0235002","01","02350","02","1","017","00198",609
"02351051","0235105","00","02351","05","1","117","01413",3844
"02352041","0235204","02","02352","04","1","139","01619",1656
"02353031","0235303","00","02353","03","1","029","00285",1799
"02354051","0235405","01","02354","05","1","010","00096",3718
"02355031","0235503","01","02355","03","1","151","01766",2503
"02356061","0235606","00","02356","06","1","081","01017",6441
"02357191","0235719","02","02357","19","1","118","01415",5024
"02358021","0235802","02","02358","02","1","139","01631",1302
"02359021","0235902","01","02359","02","1","032","00392",627
"02359022","0235902","01","02359","02","2","032","00392",627
"02360021","0236002","01","02360","02","1","162","01893",1611
"02361011","0236101","02","02361","01","1","108","01339",3444
"02362141","0236214","01","02362","14","1","179","02087",1839
"02363031","0236303","00","02363","03","1","053","00792",1205
"02364051","0236405","02","02364","05","1","045","00526",3056
"02365051","0236505","00","02365","05","1","030","00334",1560
"02366171","0236617","02","02366","17","1","179","02090",1761
"02367031","0236703","01","02367","03","1","003","00007",1634
"02368021","0236802","00","02368","02","1","183","02124",1891
"02369031","0236903","01","02369","03","1","151","01774",2152
"02370021","0237002","01","02370","02","1","048","00587",3640
"02371051","0237105","02","02371","05","1","044","00513",2427
"02372021","0237202","03","02372","02","1","027","00276",1431
"02373171","0237317","04","02373","17","1","068","00927",1392
"02374031","0237403","04","02374","03","1","049","00620",4040
"02375041","0237504","01","02375","04","1","011","00124",3086
"02376071","0237607","00","02376","07","1","027","00275",1555
"02377081","0237708","01","02377","08","1","039","00451",3817
"02378041","0237804","01","02378","04","1","030","00333",1615
"02379031","0237903","01","02379","03","1","034","00409",731
"02380051","0238005","01","02380","05","1","107","01325",3020
"02381041","0238104","03","02381","04","1","031","00374",1832
"02382041","0238204","03","02382","04","1","138","01613",1193
"02383041","0238304","01","02383","04","1","010","00108",2939
"02384051","0238405","01","02384","05","1","172","02034",32524
"02385031","0238503","01","02385","03","1","005","00029",1442
"02386031","0238603","01","02386","03","1","120","01426",4969
"02387031","0238703","01","02387","03","1","094","01142",4217
"02388021","0238802","00","02388","02","1","086","01068",12827
"02389051","0238905","00","02389","05","1","150","01762",2283
"02390031","0239003","02","02390","03","1","066","00908",3730
"02391051","0239105","01","02391","05","1","123","01461",2454
"02392031","0239203","03","02392","03","1","163","01911",2151
"02393181","0239318","02","02393","18","1","179","02087",1839
"02394041","0239404","02","02394","04","1","139","01623",1392
"02395061","0239506","00","02395","06","1","039","00448",4578
"02396011","0239601","03","02396","01","1","017","00191",675
"02397031","0239703","01","02397","03","1","175","02060",5357
"02398041","0239804","02","02398","04","1","150","01750",2617
"02399131","0239913","01","02399","13","1","185","02138",1543
"02400041","0240004","02","02400","04","1","163","01919",1901
"02401051","0240105","02","02401","05","1","010","00121",2435
"02402201","0240220","01","02402","20","1","039","00450",4023
"02403161","0240316","03","02403","16","1","118","01414",5277
"02404021","0240402","01","02404","02","1","140","01657",1444
"02405021","0240502","01","02405","02","1","049","00642",3521
"02406021","0240602","01","02406","02","1","138","01605",1367
"02407031","0240703","02","02407","03","1","121","01437",4489
"02408041","0240804","01","02408","04","1","187","02144",1720
"02409031","0240903","01","02409","03","1","154","01816",2554
"02410151","0241015","01","02410","15","1","149","01740",2152
"02411091","0241109","00","02411","09","1","077","00969",10589
"02412031","0241203","00","02412","03","1","050","00760",1073
"02413011","0241301","02","02413","01","1","144","01692",2663
"02414051","0241405","02","02414","05","1","053","00776",1350
"02415041","0241504","01","02415","04","1","034","00406",759
"02416041","0241604","01","02416","04","1","103","01234",1068
"02417051","0241705","04","02417","05","1","149","01741",2121
"02418011","0241801","02","02418","01","1","087","01096",11554
"02419051","0241905","01","02419","05","1","086","01085",9385
"02420141","0242014","01","02420","14","1","021","00227",882
"02421011","0242101","02","02421","01","1","059","00861",5503
"02422011","0242201","02","02422","01","1","128","01503",2164
"02423031","0242303","01","02423","03","1","026","00274",1433
"02424021","0242402","01","02424","02","1","051","00765",1494
"02425021","0242502","02","02425","02","1","078","00981",8739
"02426051","0242605","02","02426","05","1","132","01554",1316
"02427151","0242715","02","02427","15","1","186","02143",1518
"02428021","0242802","01","02428","02","1","132","01538",1693
"02429111","0242911","01","02429","11","1","063","00888",2579
"02430071","0243007","01","02430","07","1","067","00920",1739
"02430072","0243007","01","02430","07","2","067","00920",1739
"02431011","0243101","01","02431","01","1","153","01808",2893
"02432051","0243205","00","02432","05","1","064","00891",3190
"02433011","0243301","00","02433","01","1","099","01203",1638
"02434021","0243402","01","02434","02","1","031","00381",1786
"02435121","0243512","01","02435","12","1","081","01017",6441
"02436051","0243605","02","02436","05","1","030","00328",1671
"02437031","0243703","01","02437","03","1","035","00421",807
"02437032","0243703","02","02437","03","2","035","00421",807
"02438051","0243805","01","02438","05","1","041","00478",3417
"02439011","0243901","03","02439","01","1","024","00257",790
"02440041","0244004","01","02440","04","1","005","00029",1442
"02441151","0244115","01","02441","15","1","061","00877",2869
"02442061","0244206","01","02442","06","1","110","01377",3890
"02442062","0244206","01","02442","06","2","110","01377",3890
"02443131","0244313","00","02443","13","1","148","01739",2513
"02444041","0244404","02","02444","04","1","097","01169",1663
"02445021","0244502","03","02445","02","1","106","01271",3317
"02446181","0244618","01","02446","18","1","178","02086",1819
"02447041","0244704","01","02447","04","1","113","01389",3090
"02448011","0244801","00","02448","01","1","097","01174",1500
"02449101","0244910","02","02449","10","1","038","00446",6693
"02450011","0245001","02","02450","01","1","048","00590",3550
"02451151","0245115","01","02451","15","1","100","01210",1538
"02452051","0245205","01","02452","05","1","031","00380",1789
"02453021","0245302","02","02453","02","1","182","02100",2028
"02454051","0245405","00","02454","05","1","049","00617",4132
"02455161","0245516","00","02455","16","1","094","01148",948
"02456021","0245602","02","02456","02","1","058","00855",4569
"02457171","0245717","01","02457","17","1","051","00766",1365
"02458101","0245810","02","02458","10","1","147","01735",2939
"02459021","0245902","03","02459","02","1","034","00405",769
"02460041","0246004","05","02460","04","1","058","00853",4768
"02461021","0246102","01","02461","02","1","150","01746",2719
"02462041","0246204","02","02462","04","1","049","00672",1906
"02463131","0246313","01","02463","13","1","090","01114",10379
"02464051","0246405","00","02464","05","1","106","01279",3185
"02465041","0246504","03","02465","04","1","085","01059",9177
"02466021","0246602","02","02466","02","1","004","00017",1290
"02467031","0246703","02","02467","03","1","050","00726",3103
"02468021","0246802","01","02468","02","1","096","01157",995
"02469051","0246905","02","02469","05","1","049","00604",4983
"02470031","0247003","03","02470","03","1","048","00558",6076
"02471091","0247109","01","02471","09","1","143","01682",2124
"02472191","0247219","02","02472","19","1","052","00770",1405
"02473021","0247302","04","02473","02","1","127","01492",1817
"02474031","0247403","01","02474","03","1","139","01640",1251
"02475041","0247504","00","02475","04","1","018","00205",772
"02476021","0247602","01","02476","02","1","029","00290",1734
"02477051","0247705","03","02477","05","1","106","01277",3200
"02478051","0247805","02","02478","05","1","133","01562",1817
"02479041","0247904","02","02479","04","1","045","00520",3304
"02480061","0248006","02","02480","06","1","020","00223",797
"02481051","0248105","01","02481","05","1","136","01589",1281
"02482101","0248210","02","02482","10","1","052","00773",1281
"02483041","0248304","01","02483","04","1","162","01892",1614
"02484061","0248406","01","02484","06","1","136","01589",1281
"02485051","0248505","02","02485","05","1","163","01941",1725
"02486101","0248610","00","02486","10","1","160","01847",1348
"02487051","0248705","01","02487","05","1","035","00414",927
"02488161","0248816","01","02488","16","1","056","00833",4741
"02489101","0248910","00","02489","10","1","174","02048",4995
"02490041","0249004","02","02490","04","1","132","01543",1579
"02491051","0249105","03","02491","05","1","140","01660",1423
"02492011","0249201","02","02492","01","1","163","01925",1824
